635864.93,849111.42,427.59
635894.19,848981.14,427.17
635851.08,849135.89,428.67
635814.83,849263.52,428.28
635775.95,849401.77,425.85
635795.24,849310.43,426.61
635829.69,849157.09,428.22
635852.62,849052.66,427.17
635784.68,849309.09,425.39
635764.93,849375.89,429.63
635836.12,849070.14,427.30
635798.23,849213.48,429.23
635745.14,849412.17,411.25
635818.60,849097.90,428.28
635780.71,849242.32,427.40
635751.67,849347.18,426.25
635824.77,849029.69,427.79
635732.81,849405.84,465.32
635803.18,849081.86,428.22
635737.89,849343.83,426.05
635730.58,849355.81,425.66
635792.49,849069.78,427.69
635752.56,849225.56,426.05
635703.51,849418.31,433.79
635745.01,849214.93,425.36
635792.16,848992.45,428.58
635748.65,849159.28,426.51
635733.46,849216.90,490.58
635730.45,849201.71,485.53
635714.50,849229.69,425.85
635701.51,849260.47,426.74
635671.00,849370.73,420.60
635682.91,849291.04,424.74
635685.83,849258.40,426.41
635661.81,849366.24,502.89
635717.78,849050.00,428.67
635641.83,849390.78,420.83
635678.28,849190.12,426.74
635637.70,849366.08,421.65
635677.40,849163.71,482.64
635631.10,849381.59,514.67
635677.49,849098.20,427.66
635607.91,849422.47,415.29
635682.91,849032.58,428.44
635608.69,849403.44,500.20
635674.05,849017.32,428.02
635634.25,849225.98,510.01
635590.55,849397.83,424.05
635609.78,849289.27,490.88
635591.57,849332.28,424.80
635600.20,849250.26,423.13
635636.15,849024.64,428.35
635590.03,849220.77,424.21
635611.06,849039.80,428.51
635591.90,849044.98,428.51
635619.85,850064.04,447.01
635616.31,849984.78,423.95
635613.48,849938.52,499.61
635626.71,849949.93,412.20
635632.12,849932.41,514.80
635641.70,849929.99,514.40
635672.18,850030.97,458.89
635678.35,850030.15,495.47
635626.90,849740.85,409.12
635689.63,850033.50,518.01
635640.42,849758.79,422.74
635708.56,850075.69,489.70
635686.06,849945.57,445.37
635605.68,849524.48,407.25
635701.28,849971.78,413.22
635724.21,850067.39,473.79
635701.31,849938.88,481.82
635615.45,849499.77,407.05
635627.79,849535.01,406.99
635716.11,849950.43,522.44
635742.42,850052.76,424.64
635720.60,849931.53,456.53
635677.36,849704.69,408.79
635662.63,849616.93,407.12
635662.11,849599.11,407.02
635655.51,849552.13,406.96
635675.49,849632.19,407.05
635708.60,849776.51,419.26
635755.51,849990.42,519.23
635779.33,850086.35,425.23
635761.19,849985.01,425.72
635696.95,849664.60,407.09
635621.82,849295.57,421.82
635619.46,849276.15,423.88
635696.33,849625.59,407.35
635772.24,849977.66,536.42
635779.13,849997.21,512.50
635710.76,849655.87,407.19
635621.36,849222.47,424.34
635607.22,849150.00,471.92
635684.02,849494.39,407.12
635787.60,849971.03,434.74
635793.11,849984.65,416.80
635677.17,849426.48,408.79
635589.01,849001.44,428.15
635670.54,849374.80,421.19
635793.44,849942.68,512.63
635797.87,849950.33,458.40
635677.40,849371.39,446.33
635604.17,849020.01,427.95
635680.54,849362.66,421.56
635764.17,849741.80,415.29
635840.12,850086.09,424.87
635767.75,849733.83,413.22
635694.00,849374.05,423.79
635631.33,849068.11,427.62
635656.56,849175.79,425.59
635733.07,849519.16,406.96
635808.86,849859.74,407.28
635859.35,850085.20,424.74
635791.17,849750.92,413.42
635707.35,849345.34,424.11
635652.53,849079.95,428.15
635760.86,849572.47,407.02
635857.71,850013.06,443.08
635849.84,849966.34,501.38
635737.14,849419.82,408.07
635646.23,848986.38,428.67
635733.30,849377.62,426.54
635799.34,849673.13,440.58
635873.03,850003.12,424.44
635878.28,850014.76,424.31
635806.04,849660.20,438.42
635731.96,849296.19,424.57
635675.07,849012.76,427.85
635718.11,849203.64,426.28
635798.52,849564.67,407.19
635883.69,849952.23,434.94
635911.42,850069.69,489.60
635892.49,849962.07,414.04
635816.57,849586.55,407.32
635729.99,849160.63,426.67
635730.18,849150.56,426.57
635807.74,849498.79,406.99
635907.45,849958.37,441.57
635935.37,850074.77,425.69
635909.22,849934.15,443.24
635831.07,849542.26,407.12
635767.19,849222.11,426.18
635724.41,849005.61,427.95
635816.34,849427.07,447.57
635927.49,849941.37,440.06
635946.06,850018.04,494.98
635861.52,849590.88,408.01
635766.86,849121.78,428.35
635793.44,849236.35,427.33
635908.07,849768.24,423.10
635974.21,850070.96,426.05
635887.07,849633.96,407.12
635770.54,849057.71,427.76
635823.36,849299.38,426.61
635918.31,849737.43,414.21
635990.81,850074.08,456.56
635930.35,849763.25,412.80
635862.60,849417.98,410.53
635789.53,849048.13,427.85
635842.85,849293.90,427.23
635935.27,849723.20,414.47
636008.76,850070.47,479.30
635956.73,849796.39,407.38
635851.87,849270.77,428.54
635837.01,849186.35,427.53
635948.43,849716.90,453.35
636022.28,850061.32,439.96
635966.08,849769.59,410.14
635855.09,849214.60,481.33
635858.46,849215.29,428.51
635952.53,849659.94,413.42
636028.51,850022.93,451.87
636026.57,849998.26,440.81
635947.64,849589.04,407.25
635844.91,849065.98,427.00
635915.12,849401.84,415.16
636028.54,849950.36,415.22
636047.01,850030.71,427.89
635971.03,849634.06,408.60
635864.11,849086.75,426.77
635931.27,849410.60,415.42
636045.96,849972.21,425.52
636058.23,850020.83,426.48
635979.82,849609.02,407.22
635892.03,849153.71,427.26
635938.16,849375.00,424.28
636061.94,849993.41,488.09
636068.11,850009.51,474.15
635968.64,849484.15,407.74
635871.56,848977.72,427.76
635991.50,849575.23,407.12
636085.07,850040.12,428.18
636072.80,849963.98,423.46
635961.35,849379.82,438.02
635927.72,849197.38,427.53
636067.26,849897.93,407.02
636101.02,850067.29,480.74
636066.44,849866.60,407.19
635954.13,849275.92,438.94
635941.11,849196.65,426.97
636042.72,849707.87,412.70
636110.37,850047.38,428.08
636093.64,849951.15,451.54
635978.84,849335.53,424.28
635966.08,849259.84,424.90
636084.71,849866.60,406.96
636126.25,850076.74,444.32
636085.04,849843.24,407.22
635973.52,849244.16,425.00
635964.60,849188.02,426.18
636069.82,849729.23,409.25
636130.94,850049.41,487.76
636118.73,849975.92,515.72
636074.84,849719.23,410.47
635999.28,849304.13,424.08
635939.73,848977.43,426.64
636004.27,849307.55,424.15
636087.34,849742.42,437.11
636132.09,849980.91,538.65
636144.59,850031.59,475.33
636096.85,849758.50,443.64
636017.78,849314.83,424.41
635962.60,849007.48,427.30
636045.54,849442.49,406.59
636143.24,849966.47,426.77
636157.61,850039.73,482.05
636107.94,849750.20,411.32
636018.01,849245.90,427.00
636013.85,849215.19,427.23
636117.65,849773.79,407.84
636171.10,850061.42,445.51
636151.74,849942.06,419.69
636052.53,849379.79,416.67
635993.93,849047.83,427.95
636081.63,849520.47,407.05
636165.45,849980.87,456.30
636175.62,850029.95,488.12
636108.27,849634.35,410.27
636014.57,849097.97,427.95
636054.72,849313.19,427.85
636153.02,849852.07,407.09
636194.03,850076.71,467.42
636146.85,849793.44,407.64
636052.23,849247.51,427.99
636066.83,849320.08,427.03
636174.90,849918.01,412.20
636198.62,850044.91,482.58
636138.12,849682.55,409.97
636023.75,849019.95,427.99
636106.66,849480.12,406.89
636202.17,850010.89,426.38
636201.97,850000.56,484.28
636145.77,849658.04,409.68
636051.77,849107.22,427.99
636082.68,849271.42,427.92
636168.31,849745.87,424.08
636225.23,850058.63,472.31
636185.70,849813.45,407.35
636081.53,849199.41,428.02
636093.11,849254.69,428.02
636201.38,849858.30,407.68
636238.48,850060.30,461.78
636182.68,849717.75,410.76
636086.84,849150.10,427.95
636097.57,849199.34,427.95
636175.23,849627.03,407.71
636237.93,849971.52,427.40
636247.74,850015.72,479.07
636203.02,849734.12,411.12
636130.77,849300.23,427.92
636078.31,848985.66,427.76
636140.19,849327.33,479.76
636238.35,849875.66,459.42
636272.11,850050.20,425.20
636265.58,850000.33,485.43
636204.82,849625.62,408.53
636118.24,849109.15,427.99
636127.92,849152.79,428.05
636206.99,849590.68,408.43
636270.37,849943.60,441.86
636292.09,850056.36,478.41
636264.73,849875.46,407.68
636164.63,849279.07,427.99
636144.52,849152.33,428.02
636236.75,849667.42,408.83
636299.77,850022.90,490.29
636297.67,849989.60,425.16
636194.09,849371.06,408.40
636134.22,849014.17,428.05
636210.96,849440.55,407.84
636300.56,849948.20,456.73
636327.62,850087.89,425.39
636305.05,849938.09,428.31
636215.62,849401.05,407.97
636158.96,849057.28,428.12
636188.48,849217.32,427.85
636306.14,849883.92,434.32
636341.08,850069.49,426.54
636320.93,849936.65,428.02
636219.06,849332.48,455.12
636185.14,849123.49,427.95
636280.28,849657.25,409.02
636343.54,850011.09,458.30
636341.31,849986.91,494.03
636260.04,849493.44,408.33
636171.88,848971.52,427.95
636258.17,849456.92,408.60
636352.20,849991.90,482.51
636348.06,849954.86,492.19
636234.71,849282.41,427.23
636239.70,849301.31,423.06
636351.35,849931.33,427.76
636366.50,850009.78,487.17
636301.15,849612.89,409.12
636203.05,849037.60,428.02
636284.81,849495.41,408.89
636373.10,849995.73,489.50
636373.43,849979.56,425.03
636257.68,849302.30,418.83
636257.84,849299.93,511.91
636373.39,849944.16,428.51
636388.62,850018.60,426.41
636297.05,849479.66,408.99
636215.94,849009.74,428.12
636311.19,849537.66,409.09
636393.37,849996.72,465.19
636388.94,849959.42,485.63
636275.23,849300.07,513.52
636241.93,849096.98,427.92
636336.55,849619.91,408.86
636404.56,849996.39,499.74
636399.70,849955.28,489.30
636312.04,849439.86,408.73
636237.76,849007.94,428.15
636310.10,849404.79,408.89
636405.51,849930.61,429.07
636429.43,850053.02,513.62
636410.33,849928.54,446.69
636314.14,849370.80,408.96
636254.13,849026.35,428.25
636346.65,849529.10,409.15
636432.48,849998.59,461.98
636431.40,849979.79,486.55
636340.22,849452.26,409.06
636266.34,849031.69,428.28
636417.95,849863.71,414.44
636452.33,850042.26,434.38
636360.56,849516.14,408.92
636305.61,849203.90,428.18
636443.27,849956.10,478.02
636448.00,849969.16,492.95
636326.41,849279.56,425.03
636341.47,849353.08,409.02
636460.37,849995.96,426.05
636454.69,849950.89,425.23
636331.30,849257.71,427.99
636369.52,849458.33,408.92
636470.87,850002.20,483.50
636455.91,849906.23,479.66
636327.33,849188.22,428.15
636347.21,849286.29,420.60
636462.24,849900.62,483.86
636484.97,850009.51,494.23
636406.82,849567.68,410.27
636317.32,849074.97,428.05
636452.49,849790.78,442.03
636505.48,850063.45,503.22
636445.37,849719.65,409.12
636337.11,849130.81,428.05
636487.70,849920.93,426.25
636493.44,849938.02,486.98
636343.21,849119.78,428.05
636471.75,849794.03,438.32
636524.54,850058.10,445.96
636419.55,849482.58,409.19
636385.24,849292.03,432.09
636514.73,849955.77,426.44
636511.71,849924.05,449.51
636373.88,849182.55,427.76
636464.76,849646.59,409.84
636546.95,850060.33,445.67
636445.70,849512.60,408.89
636406.30,849297.80,414.83
636541.44,849979.53,426.61
636521.23,849861.22,526.38
636364.67,849033.30,428.77
636510.40,849771.82,455.81
636568.93,850050.79,446.59
636530.35,849838.88,514.17
636379.66,849050.52,429.95
636479.43,849543.57,409.22
636561.32,849939.34,427.99
636580.64,850021.82,499.67
636550.79,849844.88,414.93
636420.70,849175.43,432.19
636399.25,849055.48,428.87
636524.44,849660.24,410.04
636588.81,849962.50,444.65
636595.73,849985.24,551.54
636553.64,849747.11,410.24
636395.87,848959.51,429.86
636545.80,849679.30,409.71
636616.40,850009.19,448.72
636597.80,849903.25,487.83
636460.66,849212.89,431.27
636519.78,849488.62,411.15
636621.56,849975.56,550.33
636615.42,849922.64,456.20
636510.40,849395.41,440.42
636470.14,849191.04,431.63
636620.44,849901.57,484.55
636649.97,850025.10,448.26
636592.49,849728.02,409.81
636450.85,849038.62,428.61
636529.63,849400.89,410.53
636627.23,849848.39,423.69
636671.72,850045.70,447.93
636613.62,849751.21,424.28
636456.82,848998.00,427.30
636622.70,849767.42,412.63
636685.47,850051.25,452.62
636598.00,849620.41,411.02
636485.37,849087.04,430.22
636642.45,849803.54,417.55
636691.24,850019.75,449.11
636608.63,849616.70,411.19
636468.27,848959.65,430.02
636616.08,849627.85,410.93
636705.45,850029.33,448.85
636671.59,849858.40,437.11
636535.86,849220.51,426.41
636533.60,849201.87,424.64
636670.87,849819.46,437.60
636726.48,850063.45,447.21
636668.67,849783.92,413.81
636533.89,849161.32,430.18
636568.54,849309.84,410.93
636708.83,849937.80,429.00
636717.29,849970.70,503.28
636607.91,849458.17,411.42
636524.28,849076.05,429.40
636681.40,849778.58,476.67
636741.77,850038.32,447.80
636645.41,849592.22,411.19
636533.27,849085.27,429.46
636704.04,849839.60,421.06
636737.83,849984.55,468.34
636599.02,849350.72,411.02
636596.29,849333.30,411.06
636742.45,849978.31,497.15
636716.73,849850.20,422.05
636542.85,849070.41,428.90
636678.77,849664.11,410.56
636769.55,850056.50,447.01
636679.04,849644.36,411.15
636579.86,849202.89,427.17
636760.10,849984.55,427.85
636720.34,849805.94,534.74
636569.32,849130.74,429.89
636764.30,849977.26,463.62
636728.28,849806.66,433.66
636565.62,849088.22,429.00
636758.50,849920.08,427.66
636739.04,849827.56,500.26
636552.33,849003.44,427.20
636760.56,849898.75,427.43
636741.63,849806.86,449.64
636593.37,849154.99,426.84
636785.93,849983.50,508.40
636742.03,849776.51,415.49
636599.97,849155.18,426.80
636791.44,849971.85,427.43
636759.68,849827.07,489.86
636579.23,849032.09,428.15
636755.81,849790.26,484.48
636800.59,849972.64,482.87
636624.93,849200.62,426.87
636715.81,849584.09,411.19
636824.15,850044.62,515.49
636722.08,849588.91,410.93
636605.64,849081.46,425.72
636790.81,849867.65,425.33
636796.26,849882.09,444.69
636606.76,849053.94,425.89
636770.67,849754.76,460.37
636832.74,850013.06,479.13
636671.92,849305.71,411.02
636722.21,849515.29,411.09
636839.04,850012.53,499.93
636787.34,849774.44,416.83
636612.73,849015.42,426.18
636803.81,849828.05,423.88
636837.60,849963.16,427.85
636671.88,849235.93,411.98
636780.51,849699.84,446.62
636860.93,850038.22,476.94
636742.13,849509.38,411.15
636697.87,849311.15,411.25
636847.93,849949.93,427.72
636818.64,849817.29,515.49
636630.31,848987.96,426.21
636824.48,849819.19,421.78
636863.35,849977.59,427.56
636702.85,849270.60,411.15
636760.40,849512.37,411.19
636885.89,850047.21,426.54
636820.93,849754.79,415.12
636639.24,848958.79,425.92
636811.88,849704.49,516.11
636893.90,850050.39,495.41
636812.93,849683.66,414.14
636663.91,849030.91,423.69
636839.34,849782.61,420.80
636896.46,850023.75,455.41
636768.93,849454.95,411.29
636753.97,849383.56,411.25
636899.15,850008.14,426.61
636858.33,849819.82,421.42
636686.25,849062.04,424.44
636888.55,849936.71,427.72
636865.39,849825.98,448.79
636676.08,848989.07,425.43
636888.75,849910.47,427.89
636873.49,849838.75,531.20
636689.53,849019.42,425.00
636896.33,849921.85,505.02
636879.53,849834.48,421.26
636715.88,849106.56,425.66
636908.10,849943.93,427.43
636890.72,849857.22,425.69
636700.72,849009.74,425.43
636900.59,849887.73,498.59
636902.17,849881.66,426.44
636698.59,848971.75,425.62
636908.23,849892.39,425.43
636910.17,849891.54,425.03
636703.71,848965.49,425.39
636917.36,849906.89,424.70
636906.10,849850.85,508.10
636748.43,849136.09,426.12
636940.09,849982.55,424.51
636885.50,849728.38,415.09
636809.55,849381.23,411.32
636951.84,850013.55,495.44
636847.60,849531.27,411.22
636874.38,849645.57,411.32
636960.60,850028.51,492.03
636793.11,849257.41,411.19
636899.21,849732.58,465.09
636958.99,849993.31,465.39
636779.36,849168.67,469.55
636908.73,849750.26,510.17
636961.94,849978.12,423.72
636756.92,849035.47,426.48
636926.61,849800.43,425.98
636963.94,849962.17,474.28
636792.98,849169.32,437.43
636902.69,849661.58,414.76
636987.57,850043.11,488.62
636875.03,849511.68,412.01
636822.87,849264.83,410.93
636975.16,849953.08,423.16
636951.28,849835.50,496.10
636782.32,849043.18,426.41
636931.89,849724.02,416.27
636992.39,849993.90,426.31
636855.74,849349.48,411.25
636878.84,849448.10,411.29
636998.92,849993.93,421.33
636947.87,849746.23,421.00
636807.68,849088.94,426.77
636972.93,849850.75,538.78
636977.03,849854.89,426.25
636785.14,848949.97,424.25
636981.33,849860.99,500.69
636974.87,849821.88,523.49
636834.15,849153.58,428.77
637013.58,849982.64,466.50
636943.24,849644.39,494.65
636947.51,849655.58,416.47
637025.56,850012.70,422.38
636819.59,849033.92,426.25
637001.51,849886.88,531.86
636986.84,849803.22,423.36
636883.17,849307.61,411.25
637043.01,850049.93,422.90
636915.91,849439.40,411.12
636979.17,849732.02,419.98
637036.19,849990.22,419.65
636834.74,849026.38,427.36
637017.09,849882.32,469.65
637004.20,849807.71,422.31
636847.70,849060.70,457.74
637029.63,849908.17,451.38
637020.70,849852.89,423.46
636844.06,849006.76,427.40
637023.49,849843.44,422.93
637050.79,849961.15,463.62
636888.48,849173.79,423.72
637007.48,849729.66,420.44
637064.21,849986.48,454.95
636879.66,849094.52,426.97
637032.74,849811.55,423.88
637049.08,849878.48,480.05
636874.11,849035.89,426.94
637075.89,849978.71,430.94
637016.21,849686.15,531.04
636991.27,849552.36,411.02
637097.38,850047.01,507.32
636954.49,849346.16,411.29
637044.78,849766.21,423.00
637075.26,849899.34,465.62
636903.48,849073.75,452.33
637099.41,849984.61,422.60
637036.52,849670.41,416.63
636948.13,849240.06,411.15
637102.85,849957.12,422.67
637051.64,849700.66,461.71
636916.70,849047.47,426.28
637074.08,849774.44,421.92
637105.81,849909.06,423.00
636958.43,849191.27,411.22
637057.71,849651.12,416.34
637133.73,849995.21,422.38
636958.79,849150.36,429.92
637082.78,849728.58,471.92
637107.19,849827.76,453.77
636928.05,848966.73,428.48
637116.54,849841.67,450.07
637105.64,849772.05,422.80
636946.46,849008.04,428.08
637120.54,849818.44,489.80
637129.46,849837.76,423.88
636965.58,849045.01,428.51
637096.82,849655.05,455.54
637181.36,850044.26,521.72
637103.18,849643.47,416.14
636984.61,849073.03,429.07
637147.44,849822.67,423.95
637169.98,849918.44,483.66
637001.15,849097.01,424.48
637086.81,849486.81,411.29
637180.18,849913.45,457.68
637155.81,849778.64,425.66
637078.25,849390.91,411.15
637003.44,849021.72,430.31
637010.04,849040.75,449.25
637032.02,849121.88,424.70
637082.28,849338.09,411.25
637087.50,849343.04,411.25
637049.61,849145.11,411.38
637010.50,848944.03,430.81
637088.52,849284.32,411.19
637183.99,849717.03,425.95
637095.87,849274.70,411.25
637107.15,849302.92,411.48
637138.12,849422.54,411.25
637152.66,849465.06,411.29
637054.56,848975.98,429.66
637058.66,848967.39,430.25
637089.30,849073.20,422.60
637170.87,849412.47,411.09
637108.01,849085.33,437.73
637088.55,848953.74,430.41
637122.57,849060.93,419.88
637128.94,849035.89,415.62
637121.92,848939.86,430.38
637139.27,848944.62,430.45
637209.94,850414.30,441.04
637202.03,850337.43,418.50
637198.65,850299.77,459.45
637200.36,850242.45,426.28
637175.72,850362.73,445.54
637202.56,850169.09,427.43
637193.96,850194.39,489.80
637189.90,850195.70,491.70
637195.57,850137.57,484.22
637192.85,850142.22,427.00
637174.57,850234.38,420.18
637148.16,850372.11,480.54
637160.37,850281.99,418.83
637178.90,850145.96,427.30
637139.07,850377.30,418.47
637176.02,850114.14,482.28
637156.07,850222.90,420.64
637133.40,850338.78,472.28
637186.52,849984.09,425.07
637158.66,850129.27,469.26
637114.67,850391.67,485.76
637137.01,850228.02,419.75
637179.10,849929.07,467.39
637152.62,850076.94,426.05
637103.48,850378.22,428.67
637135.66,850143.14,421.56
637178.35,849843.90,425.10
637168.70,849880.15,429.07
637125.52,850146.39,421.16
637094.88,850328.28,442.36
637075.36,850442.39,426.38
637079.99,850387.70,426.87
637081.76,850350.03,484.81
637079.56,850346.03,486.35
637074.97,850356.36,493.64
637059.15,850454.17,426.18
637080.87,850295.83,427.13
637115.85,850040.62,423.39
637163.22,849694.95,464.67
637161.22,849698.29,424.74
637101.38,850071.39,520.77
637051.02,850398.59,501.12
637098.82,850056.43,510.40
637165.09,849594.16,430.41
637100.36,850024.15,421.65
637053.28,850334.84,427.33
637135.24,849740.52,485.70
637114.30,849877.59,422.80
637034.88,850403.35,497.44
637119.13,849806.46,435.70
637115.35,849818.01,425.36
637024.67,850433.33,433.37
637119.13,849755.81,422.28
637083.17,849983.92,465.85
637039.04,850276.54,470.05
637122.24,849678.18,425.59
637070.14,850024.18,425.26
637027.07,850299.57,506.46
637118.96,849639.53,469.09
637043.67,850148.49,471.39
637045.05,850114.96,540.35
637105.61,849678.41,529.13
637004.95,850367.95,446.69
637074.48,849866.80,446.56
637067.85,849894.69,462.99
637000.89,850346.49,465.16
637088.62,849701.15,539.30
637028.81,850109.02,474.38
637014.76,850187.73,502.82
637096.59,849601.21,515.85
636993.44,850302.49,442.91
637028.81,850042.19,424.38
637079.46,849676.05,417.72
636978.74,850346.06,441.99
637019.88,850046.42,421.49
637078.35,849621.65,466.04
637005.28,850103.84,420.24
636968.21,850341.04,442.16
637033.01,849871.26,422.51
637086.81,849480.54,411.06
637020.41,849907.28,487.37
636948.62,850374.61,447.83
636993.50,850047.80,491.90
637045.93,849673.23,439.27
637016.27,849851.48,484.71
636936.25,850369.29,441.14
636992.03,849974.97,480.74
637025.92,849717.72,554.79
637025.69,849711.71,419.13
636973.69,850031.40,421.62
636913.12,850415.68,440.03
636978.12,849960.40,422.11
637024.77,849628.18,437.93
636986.94,849859.22,423.39
636921.06,850264.14,444.03
636942.45,850104.63,498.62
636987.40,849789.67,481.33
637008.69,849631.69,533.40
636958.50,849936.98,425.30
636915.75,850184.81,444.59
636884.91,850366.31,441.27
636932.05,850040.29,426.84
636973.52,849749.64,515.45
636981.82,849685.50,421.95
636932.12,849974.28,475.49
636865.32,850374.57,441.57
636903.31,850119.46,471.65
636933.76,849907.45,442.98
636971.72,849651.48,413.91
636948.79,849778.61,426.94
636908.37,850005.45,485.04
636836.09,850434.12,439.17
636878.61,850156.59,445.05
636904.46,849974.54,455.94
636923.13,849837.60,493.86
636946.39,849676.21,456.20
636933.20,849743.64,419.16
636899.93,849922.90,467.62
636858.23,850155.22,444.95
636815.39,850401.12,440.09
636869.36,850052.69,454.04
636886.65,849927.79,431.56
636905.81,849791.60,427.20
636911.48,849736.88,415.52
636910.70,849720.05,415.45
636906.76,849719.59,551.31
636909.61,849682.91,552.95
636915.98,849632.87,471.03
636893.73,849746.65,424.25
636852.95,849969.98,427.82
636797.41,850282.12,442.72
636792.85,850297.74,442.59
636832.78,850043.11,437.47
636860.86,849857.35,529.82
636883.30,849710.76,415.35
636904.46,849568.08,411.09
636871.46,849751.57,416.24
636842.91,849902.40,425.89
636816.27,850040.22,509.88
636780.12,850238.48,443.31
636740.12,850458.20,437.11
636778.38,850220.70,443.64
636805.22,850043.14,508.53
636828.90,849889.14,426.02
636832.48,849847.01,515.75
636842.65,849771.72,419.46
636848.46,849718.54,415.42
636853.94,849666.96,428.02
636896.19,849404.40,410.96
636842.09,849700.56,551.84
636837.24,849711.12,524.74
636827.53,849751.67,434.84
636814.99,849803.44,540.52
636800.13,849875.52,426.02
636796.10,849878.51,459.88
636793.77,849874.38,425.82
636788.52,849886.48,426.08
636789.24,849863.52,425.20
636794.65,849810.66,470.01
636799.31,849764.57,460.86
636808.01,849695.01,415.06
636854.36,849396.82,411.09
636797.18,849713.58,421.36
636782.35,849782.68,416.31
636771.92,849824.08,424.97
636767.13,849829.46,521.19
636762.24,849839.07,510.76
636760.20,849832.22,482.61
636758.20,849823.46,516.21
636752.59,849838.85,423.72
636748.29,849844.39,423.69
636746.42,849831.07,536.15
636748.43,849799.97,514.53
636749.08,849775.16,550.98
636749.77,849753.67,442.03
636752.92,849714.24,482.55
636752.79,849696.39,434.58
636747.01,849710.04,450.43
636742.32,849718.41,415.81
636736.38,849730.45,512.40
636736.32,849712.24,484.97
636734.38,849705.18,429.53
636724.02,849743.11,521.16
636714.93,849776.57,512.73
636708.56,849794.85,451.44
636699.44,849829.23,420.80
